location_id,latitude,longitude,timestamp,temperature,rainfall_mm,wind_speed,humidity,visibility_km,traffic_congestion_level,average_speed,traffic_volume,num_recent_accidents,num_recent_incidents,risk_score,risk_category,severity_level
497,6.868798,81.821106,2025-11-08 17:29:59,24.13,0.0,1.33,84.5,10.0,6,38,322,1,0,0.15,safe,1.5
498,8.294711,80.071524,2025-11-09 00:29:59,29.23,0.0,10.86,76.76,10.0,3,59,453,1,1,0.15,safe,1.5
499,6.339622,79.736515,2025-11-10 14:29:59,28.21,0.0,3.35,55.64,10.0,1,73,265,0,2,0.145,safe,1.45
500,6.964651,79.93553,2025-11-14 08:29:59,26.1,0.0,43.37,83.5,10.0,2,66,381,0,0,0.2,safe,2.0
501,6.205382,79.907845,2025-11-14 13:29:59,26.17,1.63,0.85,58.34,10.0,7,31,121,0,0,0.0792,safe,0.79
502,7.111431,81.840147,2025-11-08 08:29:59,26.12,0.0,18.31,78.8,10.0,3,59,101,0,0,0.0114,safe,0.11
503,8.865923,80.904092,2025-11-08 03:29:59,26.66,0.0,1.56,89.45,10.0,5,45,312,2,0,0.3,low,3.0
504,6.76498,80.558431,2025-11-12 03:29:59,25.22,0.0,0.79,82.0,10.0,0,80,488,1,0,0.15,safe,1.5
505,9.660898,80.827706,2025-11-11 19:29:59,24.78,0.0,2.53,59.95,10.0,5,45,326,0,2,0.1066,safe,1.07
506,8.196039,81.526319,2025-11-14 13:29:59,29.29,4.54,4.21,83.12,10.0,0,80,3543,0,2,0.072,safe,0.72
507,7.765751,81.335271,2025-11-14 16:29:59,22.89,4.66,4.26,72.85,10.0,0,80,1742,0,2,0.011,safe,0.11
508,7.110074,81.622213,2025-11-14 05:29:59,27.92,0.0,9.29,88.36,10.0,1,73,56,2,0,0.3,low,3.0
509,8.301067,81.447682,2025-11-09 19:29:59,29.4,0.0,10.03,71.59,10.0,7,31,2145,0,3,0.0981,safe,0.98
510,7.997783,81.416371,2025-11-11 05:29:59,31.52,1.05,2.03,93.69,10.0,5,45,2028,0,0,0.2142,safe,2.14
511,7.660154,80.10607,2025-11-08 01:29:59,28.49,0.0,14.74,69.31,10.0,7,31,581,0,0,0.017,safe,0.17
512,8.777134,80.535013,2025-11-08 05:29:59,24.83,11.87,31.86,63.33,3.89,6,38,1798,0,0,0.2,safe,2.0
513,8.145243,81.759074,2025-11-13 04:29:59,24.92,9.6,7.88,80.61,10.0,5,45,36,0,1,0.2358,safe,2.36
514,8.55644,81.60697,2025-11-08 03:29:59,29.3,0.0,0.23,75.76,10.0,5,45,574,2,0,0.3,low,3.0
515,7.863466,81.760251,2025-11-13 01:29:59,31.89,1.72,9.79,77.63,10.0,5,45,227,0,0,0.0262,safe,0.26
516,9.265265,80.708736,2025-11-08 12:29:59,29.75,21.54,5.72,69.26,1.42,0,80,953,0,1,0.2,safe,2.0
517,9.690099,80.109795,2025-11-08 20:29:59,23.23,0.8,20.44,76.52,10.0,2,66,424,1,1,0.15,safe,1.5
518,6.363912,80.904553,2025-11-13 14:29:59,31.55,0.0,2.03,66.63,10.0,3,59,363,1,0,0.15,safe,1.5
519,7.787635,81.865694,2025-11-10 22:29:59,29.64,0.0,0.07,67.01,10.0,3,59,2594,1,2,0.15,safe,1.5
520,6.574938,80.715603,2025-11-08 06:29:59,28.99,0.0,3.72,62.68,10.0,0,80,1129,0,0,0.2983,safe,2.98
521,6.627022,81.362583,2025-11-14 04:29:59,25.31,1.7,5.08,63.68,10.0,6,38,1141,0,1,0.0192,safe,0.19
522,7.91235,81.74427,2025-11-11 13:29:59,25.55,0.0,29.65,81.59,10.0,3,59,293,0,0,0.0274,safe,0.27
523,7.461543,81.453346,2025-11-11 23:29:59,27.87,0.0,22.02,61.73,10.0,6,38,599,2,0,0.3,low,3.0
524,8.55661,80.108995,2025-11-12 06:29:59,28.74,0.56,4.7,95.0,10.0,1,73,438,1,4,0.15,safe,1.5
525,9.217947,79.621454,2025-11-13 14:29:59,20.06,0.0,16.2,68.26,10.0,0,80,964,1,1,0.15,safe,1.5
526,9.688906,79.626531,2025-11-12 15:29:59,21.24,0.0,0.37,81.73,10.0,5,45,249,0,1,0.0995,safe,0.99
527,6.806746,79.819352,2025-11-09 00:29:59,25.91,0.0,11.62,62.56,10.0,1,73,3721,2,1,0.3,low,3.0
528,9.568421,79.718648,2025-11-13 07:29:59,27.65,0.0,6.21,66.62,10.0,2,66,355,0,0,0.185,safe,1.85
529,5.95829,81.446616,2025-11-10 01:29:59,31.96,0.0,15.01,87.42,10.0,2,66,56,2,1,0.3,low,3.0
530,6.026188,81.037736,2025-11-09 09:29:59,30.34,0.0,0.48,74.61,10.0,2,66,139,0,3,0.214,safe,2.14
531,6.044183,81.706269,2025-11-11 09:29:59,25.16,0.0,2.51,84.04,10.0,5,45,418,0,1,0.0227,safe,0.23
532,7.564615,80.760188,2025-11-10 14:29:59,29.57,0.0,15.34,66.03,10.0,6,38,82,2,1,0.3,low,3.0
533,6.894779,81.017223,2025-11-13 08:29:59,27.17,0.0,1.09,78.22,10.0,3,59,1118,0,0,0.0924,safe,0.92
534,7.185758,80.571179,2025-11-10 01:29:59,27.18,0.0,11.74,76.44,10.0,10,10,482,1,0,0.4,low,4.0
535,7.995751,80.968551,2025-11-09 08:29:59,31.71,0.0,22.37,70.85,10.0,3,59,776,2,0,0.3,low,3.0
536,9.031547,81.651821,2025-11-09 15:29:59,19.97,0.0,3.89,79.25,10.0,4,52,2415,0,2,0.1675,safe,1.68
537,7.465328,80.814773,2025-11-12 09:29:59,30.95,0.0,13.86,62.18,10.0,3,59,158,1,1,0.15,safe,1.5
538,8.564909,80.408979,2025-11-13 21:29:59,33.53,0.0,21.08,76.54,10.0,0,80,2930,0,0,0.2993,safe,2.99
539,6.611061,80.086504,2025-11-09 11:29:59,28.34,0.0,2.74,75.44,10.0,4,52,49,0,1,0.1063,safe,1.06
540,6.876691,81.783241,2025-11-14 10:29:59,30.73,0.0,3.27,92.9,10.0,2,66,623,0,3,0.0088,safe,0.09
541,6.146845,81.100417,2025-11-13 04:29:59,24.52,0.0,12.5,74.54,10.0,4,52,733,2,0,0.3,low,3.0
542,8.626073,79.568172,2025-11-08 14:29:59,23.39,7.16,2.13,63.92,10.0,8,24,861,1,0,0.4,low,4.0
543,8.602748,80.689854,2025-11-09 17:29:59,34.08,0.0,9.13,72.93,10.0,0,80,553,0,1,0.2853,safe,2.85
544,8.056038,81.302222,2025-11-14 10:29:59,23.28,8.67,12.44,74.91,10.0,0,80,653,0,0,0.1483,safe,1.48
545,8.000526,79.672136,2025-11-13 22:29:59,30.73,0.0,2.74,79.48,10.0,0,80,173,3,5,0.45,low,4.5
546,9.774131,79.770053,2025-11-14 08:29:59,31.75,0.0,19.16,65.69,10.0,5,45,3,2,2,0.3,low,3.0
547,8.226903,81.728512,2025-11-13 04:29:59,24.68,0.0,2.09,79.96,10.0,3,59,72,0,0,0.1035,safe,1.04
548,8.941573,79.864273,2025-11-09 17:29:59,33.28,0.0,1.45,75.72,10.0,2,66,5,2,1,0.3,low,3.0
549,6.679519,80.010529,2025-11-08 02:29:59,27.94,4.09,7.5,82.4,10.0,4,52,457,1,0,0.15,safe,1.5
550,9.512983,79.972739,2025-11-09 05:29:59,27.02,0.0,11.06,68.46,10.0,2,66,52,0,1,0.2292,safe,2.29
551,9.195519,81.471014,2025-11-08 13:29:59,29.54,8.86,17.4,75.18,10.0,3,59,998,0,0,0.1644,safe,1.64
552,8.860451,81.537884,2025-11-11 05:29:59,22.56,0.0,3.08,95.0,10.0,3,59,93,1,2,0.15,safe,1.5
553,8.801483,80.496388,2025-11-10 01:29:59,20.23,0.0,3.24,83.88,10.0,2,66,1515,0,2,0.1989,safe,1.99
554,8.591181,80.980261,2025-11-08 04:29:59,30.34,0.0,0.98,85.63,10.0,5,45,108,2,0,0.3,low,3.0
555,9.058466,80.412528,2025-11-11 00:29:59,32.31,1.21,12.47,91.9,10.0,2,66,955,1,2,0.15,safe,1.5
556,7.36532,80.560057,2025-11-14 07:29:59,31.26,0.0,0.34,64.98,10.0,8,24,445,0,0,0.25,safe,2.5
557,9.690437,81.80089,2025-11-10 21:29:59,22.4,0.0,0.52,52.86,10.0,2,66,437,1,3,0.15,safe,1.5
558,9.554335,79.910381,2025-11-14 06:29:59,29.29,0.0,0.35,83.16,10.0,3,59,1701,1,1,0.15,safe,1.5
559,8.211727,81.726705,2025-11-08 17:29:59,26.15,0.0,1.5,70.25,10.0,2,66,63,1,2,0.15,safe,1.5
560,7.313717,79.637912,2025-11-14 01:29:59,32.61,0.0,12.52,76.42,10.0,1,73,724,1,1,0.15,safe,1.5
561,7.316293,81.85127,2025-11-09 00:29:59,23.72,0.98,0.47,83.72,10.0,0,80,567,0,2,0.2133,safe,2.13
562,6.669414,80.711811,2025-11-13 20:29:59,29.09,0.0,10.98,74.29,10.0,3,59,1433,0,1,0.1502,safe,1.5
563,6.842247,80.02056,2025-11-12 16:29:59,30.07,0.0,3.18,87.34,10.0,4,52,751,1,1,0.15,safe,1.5
564,8.980028,79.594251,2025-11-09 01:29:59,29.75,0.0,1.63,61.32,10.0,2,66,71,0,1,0.0663,safe,0.66
565,7.680648,81.556228,2025-11-12 02:29:59,29.95,0.0,0.11,68.19,10.0,3,59,192,0,2,0.2333,safe,2.33
566,9.155547,80.179796,2025-11-08 19:29:59,26.28,0.0,2.26,68.43,10.0,4,52,330,1,0,0.15,safe,1.5
567,7.544028,79.515575,2025-11-09 09:29:59,18.51,0.0,3.6,75.44,10.0,0,80,920,0,0,0.2904,safe,2.9
568,9.180989,80.525754,2025-11-11 12:29:59,24.52,0.0,7.05,75.04,10.0,0,80,17,0,1,0.2426,safe,2.43
569,8.143828,80.948355,2025-11-11 05:29:59,25.69,0.0,0.23,67.15,10.0,1,73,278,0,2,0.2108,safe,2.11
570,9.317538,81.843133,2025-11-08 14:29:59,25.68,0.0,11.09,78.24,10.0,3,59,329,0,0,0.1803,safe,1.8
571,7.965923,79.900949,2025-11-11 08:29:59,34.38,0.0,3.12,77.99,10.0,0,80,279,2,0,0.3,low,3.0
572,6.378226,80.039339,2025-11-09 22:29:59,28.39,0.0,3.6,61.28,10.0,2,66,65,0,2,0.2207,safe,2.21
573,6.027319,81.721534,2025-11-12 19:29:59,25.53,0.0,1.02,70.41,10.0,2,66,4815,0,1,0.2991,safe,2.99
574,7.009626,79.731722,2025-11-10 09:29:59,28.27,0.0,2.06,95.0,10.0,2,66,371,0,2,0.0697,safe,0.7
575,9.752164,81.372392,2025-11-12 17:29:59,31.43,0.0,21.86,70.85,10.0,7,31,956,0,3,0.2711,safe,2.71
576,7.386162,80.856754,2025-11-10 16:29:59,34.18,0.0,36.92,68.96,10.0,10,10,1628,2,1,0.75,medium,7.5
577,6.55179,79.723433,2025-11-09 10:29:59,30.26,0.0,4.42,86.16,10.0,0,80,111,1,0,0.15,safe,1.5
578,8.275493,79.754198,2025-11-08 18:29:59,28.22,0.16,13.6,91.96,10.0,1,73,305,1,1,0.15,safe,1.5
579,7.332654,81.124427,2025-11-11 22:29:59,33.82,0.0,8.75,70.67,10.0,3,59,447,1,0,0.15,safe,1.5
580,6.476564,80.598985,2025-11-11 20:29:59,24.47,0.0,19.6,59.48,10.0,5,45,413,0,2,0.1055,safe,1.06
581,7.49142,79.952236,2025-11-13 19:29:59,21.23,0.0,8.96,66.58,10.0,1,73,500,1,1,0.15,safe,1.5
582,9.135743,80.890469,2025-11-13 01:29:59,28.09,0.0,23.99,76.17,10.0,0,80,368,1,0,0.15,safe,1.5
583,6.339053,79.960823,2025-11-12 01:29:59,28.84,0.0,6.23,77.7,10.0,2,66,1452,0,2,0.0704,safe,0.7
584,6.353547,80.232079,2025-11-08 23:29:59,29.23,0.0,2.01,81.13,10.0,6,38,993,1,0,0.15,safe,1.5
585,7.987383,81.79066,2025-11-09 11:29:59,26.2,0.0,9.35,51.23,10.0,4,52,693,0,0,0.2828,safe,2.83
586,7.655399,81.784519,2025-11-13 00:29:59,34.85,0.0,3.33,76.74,10.0,2,66,3523,1,3,0.15,safe,1.5
587,9.716382,80.726522,2025-11-13 07:29:59,28.56,0.0,1.84,61.5,10.0,5,45,466,0,1,0.15,safe,1.5
588,8.757455,79.726381,2025-11-10 13:29:59,26.72,0.0,0.38,80.67,10.0,4,52,5,0,0,0.2204,safe,2.2
589,7.552152,81.353105,2025-11-14 13:29:59,25.94,0.0,3.93,64.33,10.0,5,45,7,1,0,0.15,safe,1.5
590,6.536022,80.686098,2025-11-11 23:29:59,22.86,1.11,9.47,62.4,10.0,1,73,497,2,2,0.3,low,3.0
591,7.028878,81.64824,2025-11-13 22:29:59,34.65,4.42,6.09,69.2,10.0,7,31,170,2,3,0.3,low,3.0
592,6.855031,81.50072,2025-11-10 05:29:59,25.81,0.0,17.01,68.29,10.0,2,66,1579,1,0,0.15,safe,1.5
593,6.704178,80.459819,2025-11-14 06:29:59,24.67,2.14,4.04,86.76,10.0,7,31,774,1,1,0.15,safe,1.5
594,7.655752,79.963247,2025-11-08 12:29:59,27.51,3.95,4.16,86.52,10.0,7,31,305,0,3,0.1066,safe,1.07
595,7.476121,79.552511,2025-11-12 05:29:59,25.11,8.07,12.38,55.22,10.0,1,73,408,0,3,0.1637,safe,1.64
596,7.421894,81.44067,2025-11-13 14:29:59,30.82,0.0,14.84,75.97,10.0,1,73,1017,0,0,0.0498,safe,0.5
597,6.365873,79.963086,2025-11-12 22:29:59,23.12,0.0,0.28,80.44,10.0,0,80,672,0,1,0.1704,safe,1.7
598,8.519926,81.260065,2025-11-08 12:29:59,37.22,0.0,1.96,75.71,10.0,1,73,596,0,3,0.0142,safe,0.14
599,9.709834,80.146429,2025-11-11 09:29:59,26.1,12.6,8.95,78.15,7.8,4,52,347,1,0,0.15,safe,1.5
600,7.673923,80.135889,2025-11-12 09:29:59,26.78,4.18,1.29,74.95,10.0,6,38,3430,0,2,0.2227,safe,2.23
601,8.328222,81.437366,2025-11-12 02:29:59,36.46,0.0,24.97,66.43,10.0,5,45,14,0,0,0.2534,safe,2.53
602,7.981892,81.662068,2025-11-13 19:29:59,24.39,3.3,11.05,80.73,10.0,3,59,376,0,0,0.1034,safe,1.03
603,7.272332,79.783527,2025-11-08 14:29:59,32.44,0.0,1.51,83.94,10.0,4,52,281,0,2,0.1211,safe,1.21
604,8.321193,79.692986,2025-11-11 03:29:59,28.29,0.0,27.15,63.36,10.0,8,24,292,1,2,0.4,low,4.0
605,9.236202,80.741452,2025-11-11 19:29:59,29.38,3.29,1.07,73.3,10.0,0,80,48,0,3,0.1447,safe,1.45
606,6.710833,80.351951,2025-11-13 08:29:59,30.11,0.0,7.99,56.58,10.0,6,38,687,0,0,0.2343,safe,2.34
607,9.620461,80.957015,2025-11-11 18:29:59,23.63,0.0,1.67,86.3,10.0,5,45,119,4,3,0.6,medium,6.0
608,5.959629,81.46587,2025-11-14 07:29:59,25.0,0.0,0.2,67.69,10.0,4,52,1432,3,1,0.45,low,4.5
609,7.036181,81.660331,2025-11-12 01:29:59,26.49,0.0,12.85,68.91,10.0,2,66,922,0,0,0.2666,safe,2.67
610,8.005079,80.175079,2025-11-12 16:29:59,29.73,5.36,29.99,85.55,10.0,1,73,217,1,1,0.15,safe,1.5
611,7.932037,79.634875,2025-11-14 06:29:59,21.09,0.0,2.71,71.12,10.0,1,73,1175,0,3,0.1286,safe,1.29
612,7.097062,80.003584,2025-11-11 06:29:59,30.23,2.05,2.03,81.17,10.0,4,52,318,0,0,0.0744,safe,0.74
613,6.901752,80.038871,2025-11-10 09:29:59,28.08,0.0,17.46,83.33,10.0,3,59,36,0,0,0.1052,safe,1.05
614,6.111296,80.747357,2025-11-11 15:29:59,31.13,0.0,13.66,88.55,10.0,3,59,658,0,2,0.1299,safe,1.3
615,6.325953,80.530155,2025-11-13 08:29:59,21.67,0.0,1.12,84.88,10.0,4,52,449,0,2,0.0224,safe,0.22
616,7.227336,80.52393,2025-11-11 18:29:59,25.11,2.17,10.56,77.97,10.0,0,80,71,2,0,0.3,low,3.0
617,9.210917,80.932195,2025-11-11 16:29:59,28.62,0.0,18.76,95.0,10.0,6,38,1360,1,2,0.15,safe,1.5
618,8.854368,81.534407,2025-11-08 19:29:59,27.42,8.17,11.22,94.61,10.0,0,80,3209,2,1,0.3,low,3.0
619,5.937198,81.018537,2025-11-12 09:29:59,29.02,0.0,12.5,83.74,10.0,1,73,777,0,0,0.1864,safe,1.86
620,7.266318,81.341841,2025-11-10 09:29:59,24.98,0.0,0.4,70.14,10.0,8,24,1593,1,0,0.4,low,4.0
621,7.880007,80.973117,2025-11-08 08:29:59,25.93,0.0,4.84,78.73,10.0,1,73,521,0,1,0.2015,safe,2.02
622,7.90713,80.447956,2025-11-08 01:29:59,26.61,0.0,0.21,73.08,10.0,1,73,182,0,1,0.1716,safe,1.72
623,9.071556,79.707795,2025-11-10 03:29:59,37.68,0.0,1.78,82.01,10.0,7,31,400,1,0,0.15,safe,1.5
624,8.574868,79.758716,2025-11-13 03:29:59,20.57,0.0,0.0,70.63,10.0,4,52,2070,1,0,0.15,safe,1.5
625,9.192689,81.780697,2025-11-09 15:29:59,34.15,0.0,2.68,84.78,10.0,0,80,68,1,0,0.15,safe,1.5
626,8.494942,80.431734,2025-11-13 15:29:59,22.69,0.0,4.22,64.86,10.0,1,73,1203,0,1,0.133,safe,1.33
627,9.402112,79.540133,2025-11-09 17:29:59,27.36,2.22,4.5,60.41,10.0,2,66,683,0,4,0.2568,safe,2.57
628,7.835705,81.422716,2025-11-13 21:29:59,35.36,0.27,5.61,66.48,10.0,7,31,514,2,2,0.3,low,3.0
629,7.034304,79.674811,2025-11-09 05:29:59,30.93,0.0,4.59,73.92,10.0,0,80,1340,0,1,0.0382,safe,0.38
630,8.834179,80.663009,2025-11-14 17:29:59,24.32,4.22,4.45,91.42,10.0,4,52,368,0,0,0.2001,safe,2.0
631,9.611563,80.626907,2025-11-11 09:29:59,21.11,0.0,3.0,59.96,10.0,0,80,1181,0,0,0.2288,safe,2.29
632,5.937637,80.749648,2025-11-11 21:29:59,32.3,0.0,0.17,74.39,10.0,0,80,1025,0,0,0.1097,safe,1.1
633,5.917344,79.692647,2025-11-09 08:29:59,23.5,0.0,13.12,71.07,10.0,6,38,522,2,2,0.3,low,3.0
634,6.813338,80.221986,2025-11-14 16:29:59,28.72,0.0,4.96,71.31,10.0,4,52,242,1,2,0.15,safe,1.5
635,6.986559,80.887272,2025-11-10 12:29:59,29.74,0.0,23.47,80.39,10.0,3,59,563,0,0,0.115,safe,1.15
636,9.005611,81.142454,2025-11-14 10:29:59,29.63,8.18,5.13,64.54,10.0,8,24,152,1,1,0.4,low,4.0
637,6.08886,81.472342,2025-11-14 16:29:59,23.3,1.19,8.35,89.94,10.0,3,59,155,2,1,0.3,low,3.0
638,9.251273,81.271612,2025-11-14 18:29:59,28.13,0.0,0.53,77.11,10.0,2,66,252,0,1,0.035,safe,0.35
639,7.023379,80.346183,2025-11-09 01:29:59,31.24,0.0,17.05,81.1,10.0,0,80,217,1,1,0.15,safe,1.5
640,7.229336,81.27978,2025-11-14 13:29:59,27.28,1.48,2.29,61.77,10.0,1,73,323,1,1,0.15,safe,1.5
641,9.3433,80.564466,2025-11-11 08:29:59,26.98,0.0,4.15,75.65,10.0,2,66,681,1,1,0.15,safe,1.5
642,9.130826,80.216538,2025-11-10 12:29:59,33.43,0.0,1.83,66.69,10.0,1,73,864,0,4,0.2181,safe,2.18
643,6.831629,80.560491,2025-11-08 20:29:59,32.95,0.0,3.99,54.77,10.0,4,52,979,0,2,0.1891,safe,1.89
644,6.86754,80.978786,2025-11-08 02:29:59,35.69,0.0,3.13,70.25,10.0,0,80,104,1,2,0.15,safe,1.5
645,9.336306,80.445235,2025-11-13 22:29:59,26.65,0.0,11.65,73.42,10.0,3,59,216,0,0,0.1018,safe,1.02
646,9.092921,79.878774,2025-11-11 02:29:59,26.0,0.0,1.07,78.6,10.0,8,24,278,0,3,0.25,safe,2.5
647,6.816479,79.859352,2025-11-08 11:29:59,28.04,0.0,7.33,81.98,10.0,4,52,926,0,1,0.0933,safe,0.93
648,9.444577,80.020505,2025-11-10 22:29:59,30.76,0.0,0.29,82.14,10.0,3,59,269,1,1,0.15,safe,1.5
649,6.973599,80.653796,2025-11-10 03:29:59,22.81,0.0,13.0,63.4,10.0,4,52,286,0,1,0.2785,safe,2.78
650,9.616484,80.675354,2025-11-13 11:29:59,29.88,0.0,14.52,65.59,10.0,3,59,1040,1,1,0.15,safe,1.5
651,9.512621,80.696803,2025-11-12 07:29:59,28.07,0.0,4.33,76.34,10.0,5,45,42,1,1,0.15,safe,1.5
652,7.47672,79.930687,2025-11-10 09:29:59,28.89,5.47,0.74,84.09,10.0,2,66,617,0,3,0.1174,safe,1.17
653,8.837705,81.461216,2025-11-13 08:29:59,28.05,0.8,8.23,76.43,10.0,5,45,925,2,2,0.3,low,3.0
654,8.017866,81.544919,2025-11-11 16:29:59,24.78,0.0,15.27,68.72,10.0,2,66,1396,1,0,0.15,safe,1.5
655,6.337173,81.257087,2025-11-13 20:29:59,33.17,1.38,5.66,55.6,10.0,5,45,332,2,2,0.3,low,3.0
656,7.762421,80.963274,2025-11-08 16:29:59,33.66,0.0,5.43,70.33,10.0,1,73,868,1,0,0.15,safe,1.5
657,8.918349,80.916618,2025-11-10 23:29:59,27.79,0.0,12.91,72.83,10.0,1,73,288,0,1,0.2871,safe,2.87
658,6.76715,79.924576,2025-11-14 10:29:59,33.05,0.0,3.38,76.26,10.0,1,73,999,0,3,0.296,safe,2.96
659,8.329139,80.896837,2025-11-08 04:29:59,27.29,1.17,2.09,67.43,10.0,4,52,2061,0,2,0.1112,safe,1.11
660,8.088311,81.390944,2025-11-10 01:29:59,28.92,2.39,8.32,62.96,10.0,3,59,174,0,0,0.2069,safe,2.07
661,7.992701,79.832361,2025-11-14 19:29:59,30.22,0.0,13.96,65.44,10.0,3,59,66,0,1,0.1621,safe,1.62
662,6.044194,81.32985,2025-11-10 00:29:59,29.91,1.41,13.12,57.05,10.0,6,38,511,1,0,0.15,safe,1.5
663,8.298622,79.830482,2025-11-13 19:29:59,26.91,0.0,1.59,55.73,10.0,3,59,339,0,0,0.0401,safe,0.4
664,8.06841,80.885474,2025-11-13 17:29:59,28.67,2.86,1.45,70.05,10.0,1,73,316,0,2,0.1768,safe,1.77
665,6.124777,80.654141,2025-11-11 13:29:59,34.06,0.0,4.76,59.18,10.0,3,59,594,1,0,0.15,safe,1.5
666,7.055846,79.80733,2025-11-12 17:29:59,31.57,2.71,7.19,67.47,10.0,6,38,175,1,3,0.15,safe,1.5
667,8.992892,80.865362,2025-11-13 22:29:59,31.86,0.0,32.29,76.06,10.0,2,66,432,1,2,0.35,low,3.5
668,7.257259,80.21959,2025-11-08 13:29:59,31.61,0.0,7.73,79.06,10.0,2,66,204,0,0,0.0467,safe,0.47
669,7.616682,80.267177,2025-11-13 23:29:59,27.67,0.0,24.18,74.56,10.0,0,80,870,1,1,0.15,safe,1.5
670,7.219778,80.36035,2025-11-11 01:29:59,26.81,4.55,0.46,69.65,10.0,1,73,878,0,0,0.2455,safe,2.46
671,5.972868,80.26996,2025-11-14 17:29:59,28.59,2.0,7.0,90.51,10.0,7,31,239,1,0,0.15,safe,1.5
672,6.79838,80.681929,2025-11-09 21:29:59,30.2,0.0,0.11,86.56,10.0,5,45,1383,0,1,0.0119,safe,0.12
673,7.827763,80.825607,2025-11-14 04:29:59,32.08,11.31,14.57,71.67,3.5,2,66,177,0,0,0.218,safe,2.18
674,6.166753,81.795808,2025-11-13 17:29:59,32.33,0.04,19.11,64.08,10.0,2,66,97,1,2,0.15,safe,1.5
675,7.481324,80.575961,2025-11-10 04:29:59,20.05,0.0,5.59,80.68,10.0,4,52,2325,2,3,0.3,low,3.0
676,8.649283,80.297418,2025-11-12 17:29:59,29.32,0.0,5.54,76.2,10.0,5,45,854,2,1,0.3,low,3.0
677,8.616894,80.457681,2025-11-12 13:29:59,28.23,0.0,2.33,72.09,10.0,2,66,946,0,1,0.2142,safe,2.14
678,9.387011,81.858936,2025-11-10 15:29:59,23.83,0.0,3.98,86.1,10.0,6,38,3284,0,0,0.2873,safe,2.87
679,8.573615,81.000593,2025-11-09 17:29:59,40.79,0.0,1.63,77.36,10.0,9,17,1518,0,2,0.25,safe,2.5
680,6.096259,79.951154,2025-11-12 10:29:59,24.76,6.56,8.38,69.55,10.0,3,59,378,0,0,0.1273,safe,1.27
681,6.952529,80.170788,2025-11-10 20:29:59,25.47,5.51,2.67,66.08,10.0,5,45,853,0,2,0.234,safe,2.34
682,6.303707,80.633994,2025-11-12 08:29:59,27.64,0.0,9.05,76.1,10.0,0,80,1657,0,2,0.2644,safe,2.64
683,7.459323,81.600862,2025-11-09 20:29:59,27.77,6.94,7.81,59.43,10.0,2,66,1523,0,1,0.2522,safe,2.52
684,7.434282,79.725375,2025-11-14 17:29:59,31.96,0.0,1.45,82.54,10.0,0,80,615,0,0,0.0575,safe,0.58
685,6.524918,80.469616,2025-11-10 20:29:59,24.59,0.0,2.78,81.32,10.0,5,45,95,0,1,0.0869,safe,0.87
686,9.069821,81.826226,2025-11-10 23:29:59,33.64,0.0,2.26,57.98,10.0,4,52,2661,0,2,0.1731,safe,1.73
687,8.855293,79.842212,2025-11-14 16:29:59,25.65,0.0,4.51,77.11,10.0,3,59,466,2,1,0.3,low,3.0
688,6.259709,81.561284,2025-11-12 13:29:59,38.04,0.0,1.52,62.06,10.0,0,80,239,0,2,0.2502,safe,2.5
689,6.311928,81.442138,2025-11-13 23:29:59,27.71,0.0,10.46,82.6,10.0,7,31,947,0,3,0.1993,safe,1.99
690,7.102267,81.601613,2025-11-09 07:29:59,28.88,2.56,24.15,63.64,10.0,4,52,172,0,0,0.1236,safe,1.24
691,7.545762,80.84229,2025-11-14 00:29:59,28.44,0.0,8.16,75.82,10.0,4,52,154,0,2,0.2453,safe,2.45
692,8.327268,80.850847,2025-11-13 15:29:59,33.08,0.0,3.75,74.47,10.0,8,24,165,0,1,0.25,safe,2.5
693,6.557436,80.606592,2025-11-07 23:29:59,18.78,0.0,5.53,50.0,10.0,4,52,1498,1,2,0.15,safe,1.5
694,9.260282,81.749243,2025-11-11 01:29:59,25.26,0.0,12.76,69.74,10.0,0,80,232,0,0,0.2807,safe,2.81
695,8.608329,81.571799,2025-11-12 08:29:59,30.15,2.4,2.23,55.06,10.0,0,80,78,3,1,0.45,low,4.5
696,7.121705,79.753189,2025-11-13 01:29:59,30.65,0.0,3.23,61.48,10.0,2,66,1035,0,0,0.0768,safe,0.77
697,7.27521,79.553366,2025-11-12 10:29:59,23.95,0.0,8.37,68.23,10.0,2,66,1022,0,0,0.0124,safe,0.12
698,8.003663,81.469493,2025-11-12 15:29:59,21.42,0.0,15.92,85.64,10.0,6,38,795,1,4,0.15,safe,1.5
699,8.864249,80.737298,2025-11-11 15:29:59,34.01,0.0,19.27,92.68,10.0,6,38,684,1,2,0.15,safe,1.5
700,7.088196,79.782691,2025-11-09 02:29:59,21.89,3.57,0.09,84.68,10.0,3,59,511,0,0,0.0663,safe,0.66
701,7.538225,80.404292,2025-11-13 19:29:59,21.1,2.74,0.83,74.99,10.0,1,73,757,1,2,0.15,safe,1.5
702,6.321307,80.983741,2025-11-14 19:29:59,30.75,7.97,28.86,84.06,10.0,4,52,5242,0,1,0.0358,safe,0.36
703,8.47276,81.701834,2025-11-12 10:29:59,25.0,1.16,2.15,58.73,10.0,6,38,5593,0,0,0.231,safe,2.31
704,8.783981,80.643644,2025-11-12 03:29:59,28.08,0.0,9.05,82.17,10.0,3,59,280,0,1,0.2637,safe,2.64
