event_id,latitude,longitude,timestamp,event_type,severity,duration_hours,affected_radius_km,casualties,weather_condition,traffic_level,day_of_week,hour_of_day,resolved
617,6.85482,79.913154,2023-08-03 02:00:00,traffic_jam,1,17.45,1.57,0,clear,8,3,2,True
618,8.382384,79.765941,2023-01-04 19:00:00,traffic_jam,1,3.92,1.85,0,heavy_rain,1,2,19,True
619,7.14759,79.897549,2024-08-10 14:00:00,accident,1,5.16,6.87,0,clear,7,5,14,True
620,6.973372,79.940531,2024-10-19 19:00:00,flooding,2,2.03,2.25,0,rain,10,5,19,True
621,6.866954,79.939549,2024-04-30 13:00:00,flooding,2,1.55,3.18,0,heavy_rain,10,1,13,False
622,7.078346,80.400318,2023-04-18 07:00:00,accident,1,2.32,1.86,0,heavy_rain,3,1,7,True
623,7.655377,79.890227,2023-05-31 17:00:00,weather,2,0.14,4.38,0,storm,7,2,17,False
624,6.814374,79.89006,2024-04-04 15:00:00,weather,1,2.95,1.41,0,storm,9,3,15,True
625,7.51271,80.534951,2023-05-15 14:00:00,accident,3,9.44,2.29,0,storm,8,0,14,True
626,7.163176,81.431497,2024-07-03 11:00:00,flooding,1,5.18,1.18,0,heavy_rain,2,2,11,True
627,7.38692,79.955543,2024-06-05 21:00:00,road_closure,1,2.93,0.48,0,clear,1,2,21,True
628,7.994127,81.661552,2024-09-28 09:00:00,weather,1,5.69,5.79,0,rain,3,5,9,True
629,6.988372,79.846645,2023-05-18 14:00:00,accident,2,4.57,11.04,0,clear,2,3,14,True
630,6.960643,79.985301,2024-04-01 17:00:00,weather,2,10.6,1.89,0,heavy_rain,1,0,17,True
631,8.526594,81.826444,2023-06-15 07:00:00,traffic_jam,7,1.74,5.36,0,clear,4,3,7,True
632,6.849292,79.938129,2023-09-02 17:00:00,weather,5,0.87,1.22,0,heavy_rain,3,5,17,True
633,6.89045,79.926636,2023-03-01 08:00:00,accident,3,7.74,5.27,0,clear,4,2,8,True
634,6.796069,79.81478,2023-01-30 15:00:00,accident,2,0.52,3.79,0,rain,4,0,15,True
635,6.812496,79.964855,2023-12-31 23:00:00,landslide,5,3.68,1.37,0,rain,6,6,23,True
636,6.863002,79.844178,2023-05-25 10:00:00,protest,1,0.85,2.63,0,clear,8,3,10,True
637,6.930018,79.806763,2023-04-28 04:00:00,weather,1,0.37,0.48,0,storm,7,4,4,True
638,9.242895,80.892677,2023-01-11 17:00:00,accident,9,1.98,2.21,6,clear,1,2,17,False
639,7.948193,80.355341,2023-03-09 08:00:00,accident,3,0.59,0.0,0,clear,8,3,8,False
640,6.994879,79.925434,2023-10-29 10:00:00,traffic_jam,7,0.6,1.73,0,rain,10,6,10,True
641,7.289064,79.646201,2024-02-22 09:00:00,accident,3,1.8,0.69,0,storm,1,3,9,False
642,7.396124,80.993821,2024-11-19 19:00:00,accident,2,0.92,1.73,0,heavy_rain,4,1,19,True
643,6.877276,79.813837,2023-08-20 22:00:00,accident,5,0.67,2.72,0,clear,8,6,22,True
644,6.539124,80.040288,2023-09-06 17:00:00,weather,2,2.95,1.37,0,heavy_rain,10,2,17,True
645,5.991853,79.921206,2023-06-20 13:00:00,accident,2,1.45,0.36,0,rain,5,1,13,True
646,8.784615,80.846605,2023-12-18 09:00:00,protest,2,7.37,2.73,0,storm,1,0,9,True
647,7.207246,79.716076,2024-06-13 16:00:00,accident,1,3.55,4.25,0,clear,9,3,16,True
648,6.875742,80.387742,2024-02-25 09:00:00,accident,3,10.44,3.22,0,clear,10,6,9,True
649,6.987507,79.892379,2024-10-16 11:00:00,accident,9,1.26,4.62,0,clear,2,2,11,True
650,6.282104,81.167073,2024-05-03 06:00:00,flooding,2,0.92,16.36,0,rain,7,4,6,True
651,7.20393,81.577401,2024-11-07 16:00:00,weather,2,1.06,0.97,0,storm,5,3,16,True
652,9.152983,80.219544,2023-06-27 04:00:00,traffic_jam,8,0.09,2.25,0,clear,9,1,4,False
653,6.913383,79.807905,2024-02-23 11:00:00,accident,3,0.12,2.41,0,fog,4,4,11,True
654,6.807315,79.950415,2023-01-03 12:00:00,accident,1,0.78,1.14,0,rain,3,1,12,True
655,7.7512,80.711836,2023-04-05 15:00:00,accident,1,0.59,0.2,0,heavy_rain,9,2,15,True
656,6.903184,79.93094,2023-07-22 10:00:00,accident,7,2.17,1.04,17,storm,2,5,10,False
657,6.885126,79.882538,2023-11-23 12:00:00,traffic_jam,5,0.51,0.88,0,clear,5,3,12,True
658,6.928895,79.89865,2023-05-12 20:00:00,accident,2,2.81,3.83,0,heavy_rain,9,4,20,True
659,8.700323,81.803605,2024-04-29 15:00:00,weather,5,4.79,3.99,0,rain,10,0,15,False
660,7.998603,79.602813,2023-08-17 15:00:00,accident,2,8.04,3.86,0,clear,8,3,15,True
661,7.925827,80.257908,2023-10-14 22:00:00,flooding,4,9.93,0.84,0,heavy_rain,3,5,22,False
662,7.375477,81.793643,2023-05-19 15:00:00,flooding,8,0.48,11.03,0,heavy_rain,5,4,15,True
663,8.805426,80.554257,2024-07-02 17:00:00,traffic_jam,5,10.02,0.93,0,heavy_rain,5,1,17,True
664,6.931655,79.983444,2023-04-28 07:00:00,accident,7,1.79,2.23,6,rain,1,4,7,True
665,6.953212,79.941557,2023-10-26 12:00:00,road_closure,6,0.68,6.73,0,clear,10,3,12,True
666,7.681845,80.344151,2024-09-15 18:00:00,accident,7,1.18,6.87,1,clear,3,6,18,True
667,6.884141,79.920442,2024-08-02 13:00:00,traffic_jam,4,2.58,6.04,0,rain,1,4,13,True
668,6.932555,79.828661,2023-07-19 15:00:00,accident,1,1.45,1.61,0,clear,10,2,15,True
669,8.09695,81.514026,2023-04-20 23:00:00,protest,9,0.81,0.05,0,rain,5,3,23,True
670,6.950588,79.836067,2023-03-04 16:00:00,accident,6,2.17,1.18,1,clear,10,5,16,True
671,8.476462,79.769073,2023-02-10 12:00:00,accident,2,4.25,0.72,0,clear,2,4,12,True
672,7.013705,81.701466,2024-07-05 04:00:00,weather,7,9.66,2.13,0,rain,4,4,4,True
673,6.975418,79.919159,2023-01-29 14:00:00,accident,7,5.81,0.36,2,rain,5,6,14,True
674,7.59027,80.148237,2023-05-18 16:00:00,weather,2,4.24,4.22,0,heavy_rain,4,3,16,True
675,6.889642,79.802666,2024-08-01 16:00:00,flooding,2,0.12,3.32,0,heavy_rain,7,3,16,True
676,6.836738,79.875465,2024-11-28 21:00:00,traffic_jam,9,7.3,2.94,0,heavy_rain,3,3,21,True
677,6.977598,79.999602,2023-12-16 06:00:00,traffic_jam,1,13.32,0.45,0,clear,8,5,6,True
678,6.060383,81.767604,2023-07-16 13:00:00,weather,4,0.56,2.14,0,heavy_rain,3,6,13,True
679,6.815199,79.803859,2024-08-31 21:00:00,traffic_jam,5,0.17,1.21,0,clear,10,5,21,True
680,9.071865,81.212516,2024-08-03 13:00:00,accident,10,0.49,2.31,3,clear,1,5,13,True
681,6.041974,80.737017,2023-06-24 18:00:00,accident,3,0.89,3.27,0,clear,10,5,18,True
682,6.842861,79.94139,2023-09-14 19:00:00,weather,9,0.11,0.23,0,heavy_rain,1,3,19,True
683,6.993191,79.869684,2023-10-30 19:00:00,flooding,5,0.36,3.49,0,heavy_rain,9,0,19,True
684,9.032482,80.563384,2023-02-16 14:00:00,protest,3,7.74,7.41,0,clear,4,3,14,False
685,7.233762,81.376099,2024-08-12 15:00:00,weather,6,4.86,2.02,0,heavy_rain,8,0,15,True
686,8.960172,81.514712,2024-11-28 11:00:00,accident,1,12.28,0.38,0,clear,3,3,11,False
687,6.891281,79.879438,2024-07-06 18:00:00,weather,7,0.82,3.2,0,rain,10,5,18,True
688,9.317781,80.063358,2023-08-19 08:00:00,weather,7,8.79,3.86,0,rain,8,5,8,True
689,6.868162,79.735862,2024-11-20 11:00:00,accident,2,5.58,5.92,0,clear,1,2,11,True
690,6.980437,79.995122,2023-04-21 14:00:00,accident,7,1.06,1.86,0,clear,6,4,14,True
691,7.580079,80.370035,2023-08-23 19:00:00,weather,1,3.73,3.87,0,heavy_rain,9,2,19,True
692,6.961947,80.3322,2023-05-11 07:00:00,landslide,3,2.13,4.34,0,clear,1,3,7,True
693,6.980009,79.971283,2023-02-27 16:00:00,traffic_jam,5,2.65,0.81,0,clear,9,0,16,True
694,6.831023,79.894065,2024-10-10 00:00:00,accident,1,3.75,12.09,0,storm,8,3,0,True
695,6.972791,79.986717,2023-12-21 18:00:00,traffic_jam,7,1.95,0.11,0,clear,5,3,18,False
696,6.967301,79.855933,2024-03-25 15:00:00,weather,9,2.06,8.52,0,storm,2,0,15,True
697,8.74355,81.150496,2024-06-27 23:00:00,accident,3,6.06,1.34,0,fog,7,3,23,True
698,7.374835,79.681899,2023-12-03 18:00:00,accident,3,6.67,2.17,0,clear,1,6,18,True
699,8.542359,81.579362,2023-12-20 17:00:00,weather,2,0.19,2.73,0,rain,4,2,17,True
700,6.958203,79.966787,2024-07-26 07:00:00,accident,6,1.65,4.33,1,rain,7,4,7,True
701,9.353953,80.658865,2023-02-13 17:00:00,accident,2,12.19,5.04,0,clear,1,0,17,True
702,6.835091,79.894814,2024-06-20 06:00:00,weather,1,11.03,3.0,0,rain,5,3,6,False
703,6.833265,79.972378,2023-07-12 21:00:00,traffic_jam,7,7.24,0.9,0,clear,5,2,21,False
704,7.211543,81.689218,2023-04-28 19:00:00,accident,2,1.86,0.19,0,clear,5,4,19,True
705,6.891464,79.832909,2024-06-14 09:00:00,accident,2,3.47,0.43,0,clear,7,4,9,False
706,7.43234,80.939365,2023-08-17 03:00:00,landslide,4,3.17,0.68,0,clear,10,3,3,True
707,6.917901,79.839771,2024-03-05 21:00:00,landslide,3,4.5,7.0,0,clear,9,1,21,True
708,6.836571,80.988852,2023-07-04 18:00:00,accident,2,3.24,1.12,0,storm,4,1,18,True
709,6.85445,79.943757,2023-08-19 21:00:00,flooding,10,2.87,2.33,0,heavy_rain,2,5,21,True
710,7.654276,80.723225,2024-03-10 00:00:00,accident,2,3.69,9.27,0,fog,6,6,0,True
711,9.363973,81.149691,2024-10-21 18:00:00,weather,1,5.15,11.14,0,heavy_rain,9,0,18,True
712,9.562868,81.512106,2024-05-11 17:00:00,accident,1,0.75,0.03,0,rain,2,5,17,True
713,7.502605,80.992483,2024-01-15 05:00:00,weather,2,5.16,0.97,0,rain,3,0,5,True
714,7.809994,79.73885,2024-11-07 19:00:00,road_closure,5,1.28,0.53,0,heavy_rain,9,3,19,True
715,6.257541,81.314667,2024-10-12 22:00:00,weather,9,0.85,8.56,0,rain,4,5,22,True
716,6.889503,79.870761,2023-12-10 08:00:00,traffic_jam,7,12.34,1.95,0,rain,6,6,8,True
717,9.246312,81.449802,2024-09-27 06:00:00,weather,7,0.19,1.63,0,heavy_rain,6,4,6,True
718,6.24756,80.671977,2024-08-17 10:00:00,weather,2,2.75,1.47,0,storm,5,5,10,True
719,6.894828,79.899324,2023-10-06 17:00:00,traffic_jam,3,0.29,6.94,0,heavy_rain,2,4,17,True
720,6.931571,79.962325,2023-04-27 18:00:00,accident,3,2.36,0.37,0,clear,3,3,18,True
721,6.852248,81.617548,2023-02-01 17:00:00,accident,5,4.81,3.15,0,clear,10,2,17,True
722,5.968474,79.759292,2024-08-13 15:00:00,accident,5,6.0,0.77,0,clear,2,1,15,False
723,6.380297,81.835658,2024-01-20 12:00:00,traffic_jam,5,5.09,4.62,0,heavy_rain,1,5,12,True
724,6.874803,79.854556,2024-01-13 09:00:00,accident,3,4.62,4.54,0,heavy_rain,7,5,9,True
725,6.97295,79.884008,2024-01-17 22:00:00,accident,7,5.46,4.97,1,rain,5,2,22,True
726,6.819786,79.885967,2023-05-15 14:00:00,weather,7,1.45,0.77,0,storm,5,0,14,True
727,6.905428,79.903294,2023-08-03 10:00:00,accident,6,22.43,1.76,3,storm,8,3,10,True
728,6.988574,79.90361,2024-04-15 15:00:00,accident,2,11.37,0.43,0,clear,4,0,15,True
729,7.77163,80.292955,2023-02-15 06:00:00,weather,10,0.06,4.73,0,heavy_rain,8,2,6,True
730,6.968227,79.955915,2023-11-28 23:00:00,weather,6,2.59,0.48,0,heavy_rain,3,1,23,False
731,6.612304,80.409167,2024-03-01 06:00:00,flooding,3,4.3,2.44,0,heavy_rain,9,4,6,False
732,8.825769,80.959089,2023-03-12 18:00:00,accident,3,5.49,10.17,0,clear,9,6,18,True
733,6.786764,79.686155,2024-06-07 18:00:00,weather,2,0.06,3.66,0,rain,5,4,18,True
734,5.902785,80.146855,2023-01-18 11:00:00,accident,1,8.49,0.27,0,storm,4,2,11,True
735,9.484489,80.302154,2023-01-05 16:00:00,traffic_jam,3,3.66,0.31,0,clear,3,3,16,True
736,6.845067,79.828934,2024-03-17 07:00:00,accident,6,1.96,1.24,16,rain,10,6,7,True
737,8.347833,79.663885,2024-09-25 19:00:00,weather,6,0.58,0.01,0,heavy_rain,2,2,19,True
738,7.376898,79.775619,2024-10-25 09:00:00,weather,1,4.86,5.07,0,rain,5,4,9,False
739,6.860144,79.94959,2024-03-15 18:00:00,protest,3,16.31,1.79,0,rain,9,4,18,True
740,6.948773,79.92898,2023-11-10 19:00:00,landslide,3,2.29,0.03,0,clear,3,4,19,True
741,6.944202,79.910334,2023-06-04 06:00:00,landslide,8,6.23,2.58,0,rain,8,6,6,True
742,6.905956,79.9666,2023-11-21 04:00:00,weather,8,3.43,9.16,0,rain,3,1,4,True
743,7.988778,80.933479,2024-05-15 08:00:00,accident,8,3.71,2.05,5,clear,4,2,8,True
744,6.923433,79.818565,2023-08-20 04:00:00,accident,4,6.68,1.96,0,heavy_rain,10,6,4,True
745,6.013726,79.804858,2024-05-24 18:00:00,road_closure,3,1.06,3.58,0,clear,9,4,18,True
746,9.500639,79.731317,2024-03-16 03:00:00,traffic_jam,2,5.43,4.95,0,heavy_rain,3,5,3,False
747,8.720593,81.017036,2024-11-09 17:00:00,accident,1,10.06,2.3,0,storm,3,5,17,True
748,6.912221,79.945534,2023-09-21 08:00:00,accident,9,0.25,1.3,5,rain,1,3,8,True
749,8.880428,79.565758,2024-05-05 17:00:00,accident,2,2.99,1.59,0,clear,3,6,17,False
750,6.873101,79.974104,2023-04-28 10:00:00,traffic_jam,1,2.57,14.03,0,heavy_rain,8,4,10,True
751,6.026695,80.578785,2023-09-18 19:00:00,traffic_jam,1,5.68,7.56,0,clear,6,0,19,True
752,7.661013,80.018327,2024-07-26 08:00:00,weather,7,4.43,7.64,0,heavy_rain,3,4,8,True
753,6.998473,79.958666,2023-07-10 18:00:00,weather,2,6.74,15.85,0,storm,1,0,18,True
754,8.228217,80.955982,2023-04-26 09:00:00,accident,3,2.41,1.46,0,clear,10,2,9,False
755,7.387893,80.837587,2023-04-23 12:00:00,flooding,1,6.38,2.77,0,heavy_rain,10,6,12,True
756,6.897675,79.921511,2023-06-23 21:00:00,accident,3,9.33,3.71,0,rain,4,4,21,True
757,8.045292,81.248769,2023-12-08 03:00:00,accident,8,1.16,2.93,0,rain,4,4,3,True
758,6.902899,79.954094,2024-08-04 19:00:00,traffic_jam,3,9.3,0.94,0,rain,10,6,19,True
759,6.857871,79.959309,2023-02-27 08:00:00,weather,7,2.76,9.65,0,storm,1,0,8,True
760,8.347954,81.510007,2023-03-09 18:00:00,weather,2,1.17,0.88,0,storm,10,3,18,False
761,6.592102,80.560458,2024-11-21 08:00:00,weather,4,16.9,0.67,0,heavy_rain,3,3,8,True
762,7.30889,80.151129,2024-08-01 17:00:00,flooding,5,0.44,2.83,0,heavy_rain,2,3,17,True
763,9.069712,80.772624,2024-03-05 06:00:00,landslide,2,1.83,0.29,0,storm,1,1,6,True
764,6.99878,79.991152,2024-05-14 18:00:00,weather,5,0.12,4.14,0,heavy_rain,1,1,18,True
765,7.018634,79.716329,2024-07-15 19:00:00,accident,1,12.15,2.92,0,rain,8,0,19,True
766,6.86353,79.964103,2023-09-07 11:00:00,traffic_jam,5,2.71,3.94,0,clear,8,3,11,True
767,6.806505,79.83888,2023-04-23 12:00:00,weather,3,6.67,3.51,0,rain,4,6,12,True
768,7.914543,80.430338,2023-11-08 06:00:00,flooding,5,3.64,0.74,0,rain,2,2,6,True
769,9.550853,80.206209,2023-03-30 14:00:00,accident,2,1.06,6.5,0,heavy_rain,7,3,14,True
770,6.396704,80.830581,2023-01-08 15:00:00,accident,2,4.37,1.0,0,heavy_rain,10,6,15,True
771,8.539333,80.760693,2024-06-15 10:00:00,weather,3,8.88,5.15,0,heavy_rain,8,5,10,True
772,6.828049,79.93747,2023-04-05 16:00:00,traffic_jam,2,18.22,0.11,0,rain,10,2,16,True
773,6.848207,79.917531,2023-08-07 03:00:00,accident,3,1.51,0.43,0,heavy_rain,5,0,3,True
774,7.360381,81.101353,2023-01-16 07:00:00,weather,3,1.14,2.93,0,heavy_rain,4,0,7,True
775,6.90848,79.871855,2023-08-17 17:00:00,flooding,7,8.28,7.95,0,heavy_rain,9,3,17,True
776,9.17569,81.10398,2024-02-15 06:00:00,road_closure,2,1.79,6.53,0,clear,5,3,6,True
777,6.933202,81.772729,2024-02-09 18:00:00,weather,3,4.97,1.32,0,rain,2,4,18,False
778,6.987942,79.913626,2023-07-29 19:00:00,traffic_jam,2,6.56,5.1,0,clear,6,5,19,True
779,9.378725,80.502092,2024-07-07 17:00:00,accident,1,6.56,5.01,0,storm,10,6,17,True
780,6.987235,79.938009,2024-07-24 20:00:00,landslide,3,5.46,3.19,0,clear,5,2,20,False
781,6.994129,79.886546,2024-02-25 18:00:00,weather,8,1.93,3.47,0,heavy_rain,2,6,18,True
782,6.868556,79.845243,2024-02-28 08:00:00,weather,3,1.11,5.78,0,heavy_rain,6,2,8,False
783,6.513165,81.672284,2024-07-12 01:00:00,accident,2,21.32,0.01,0,clear,8,4,1,True
784,9.278517,80.502688,2024-01-16 03:00:00,accident,2,16.16,1.04,0,rain,7,1,3,True
785,6.963148,79.983769,2024-10-19 17:00:00,protest,6,0.84,0.63,0,rain,9,5,17,True
786,6.891347,79.900908,2024-03-20 22:00:00,accident,6,0.12,1.89,5,clear,5,2,22,True
787,6.92948,79.846474,2024-03-04 17:00:00,traffic_jam,1,7.31,7.98,0,clear,9,0,17,True
788,6.204898,81.865038,2023-01-25 22:00:00,weather,6,6.23,0.26,0,rain,2,2,22,False
789,7.652005,80.80649,2024-01-27 23:00:00,weather,1,4.33,2.14,0,storm,3,5,23,True
790,6.969909,79.902139,2023-07-08 17:00:00,traffic_jam,6,0.06,0.39,0,clear,1,5,17,True
791,9.044705,80.921391,2024-04-01 18:00:00,landslide,1,1.33,1.16,0,fog,6,0,18,True
792,6.3354,81.19404,2023-05-16 08:00:00,accident,1,1.66,0.08,0,rain,8,1,8,True
793,6.865745,79.894071,2024-07-06 16:00:00,flooding,2,1.77,5.32,0,heavy_rain,10,5,16,True
794,7.661051,81.27914,2024-10-10 17:00:00,weather,4,0.87,1.1,0,rain,10,3,17,True
795,6.944328,79.892435,2023-06-13 14:00:00,accident,1,0.93,3.91,0,rain,4,1,14,True
796,6.88214,79.821834,2023-05-09 19:00:00,weather,2,2.35,0.52,0,heavy_rain,6,1,19,False
797,6.825548,79.800684,2024-11-16 11:00:00,accident,1,0.88,0.1,0,heavy_rain,8,5,11,True
798,6.855998,79.911034,2024-07-01 10:00:00,accident,1,4.07,2.18,0,heavy_rain,2,0,10,True
799,5.955,80.997905,2024-07-31 16:00:00,weather,2,4.42,0.97,0,storm,4,2,16,False
800,9.56674,81.781428,2024-08-18 07:00:00,accident,1,1.8,1.08,0,heavy_rain,3,6,7,False
801,9.615248,79.521338,2024-03-02 06:00:00,weather,5,6.5,2.5,0,heavy_rain,5,5,6,True
802,6.853288,79.898141,2023-11-12 16:00:00,weather,2,6.49,3.07,0,heavy_rain,3,6,16,True
803,6.906819,79.991473,2023-04-28 06:00:00,weather,5,4.12,7.95,0,heavy_rain,3,4,6,True
804,6.648666,80.651829,2024-10-26 07:00:00,weather,7,4.76,5.02,0,heavy_rain,4,5,7,True
805,6.941876,79.880361,2024-08-19 12:00:00,accident,5,9.79,4.96,0,rain,8,0,12,True
806,6.888328,79.806678,2024-07-05 07:00:00,traffic_jam,1,0.86,1.1,0,clear,1,4,7,True
807,6.876292,79.826431,2023-12-16 13:00:00,accident,3,7.26,0.17,0,fog,4,5,13,True
808,8.63643,81.663215,2024-09-26 06:00:00,accident,2,1.23,0.94,0,heavy_rain,8,3,6,True
809,6.926012,81.721437,2024-04-08 06:00:00,accident,10,4.47,7.07,0,clear,2,0,6,True
810,6.15167,80.744557,2024-10-02 20:00:00,flooding,2,1.4,0.2,0,heavy_rain,6,2,20,True
811,8.822449,79.63207,2023-08-14 06:00:00,accident,1,7.7,2.71,0,storm,3,0,6,True
812,8.298281,80.457154,2023-10-15 18:00:00,road_closure,5,0.61,0.68,0,clear,6,6,18,True
813,6.084225,81.818916,2023-04-02 19:00:00,accident,6,0.23,0.75,3,clear,8,6,19,True
814,6.945902,79.916017,2024-03-21 12:00:00,weather,2,2.61,0.49,0,heavy_rain,6,3,12,True
815,8.046792,80.128887,2024-07-16 10:00:00,accident,5,2.46,8.16,0,rain,8,1,10,True
816,6.887125,79.91811,2024-07-17 23:00:00,weather,6,1.9,3.46,0,rain,3,2,23,False
817,6.982132,79.817566,2024-09-15 12:00:00,weather,3,0.5,0.92,0,heavy_rain,2,6,12,True
818,6.889969,79.846686,2023-12-08 18:00:00,traffic_jam,3,0.8,4.84,0,rain,6,4,18,False
819,6.930917,79.800795,2023-06-13 03:00:00,accident,2,5.5,4.93,0,clear,1,1,3,False
820,9.453893,81.84903,2023-12-16 06:00:00,accident,1,9.74,3.08,0,heavy_rain,7,5,6,True
821,7.756319,80.675078,2024-10-26 16:00:00,traffic_jam,2,7.81,7.08,0,heavy_rain,3,5,16,True
822,6.893073,79.994545,2024-01-13 02:00:00,flooding,5,4.84,0.15,0,heavy_rain,9,5,2,False
823,6.856328,79.944729,2023-05-13 18:00:00,weather,2,0.87,5.03,0,heavy_rain,10,5,18,True
824,7.538222,81.640461,2024-04-13 23:00:00,flooding,6,2.98,3.44,0,heavy_rain,7,5,23,True
825,6.838067,79.950941,2023-04-23 19:00:00,weather,9,14.98,0.37,0,heavy_rain,3,6,19,True
826,6.99354,79.946239,2023-02-11 07:00:00,weather,4,1.21,10.91,0,heavy_rain,8,5,7,False
827,6.884458,80.771818,2024-01-29 09:00:00,accident,1,9.15,2.47,0,clear,7,0,9,True
828,9.236479,81.071068,2023-03-03 19:00:00,accident,1,2.45,2.12,0,heavy_rain,6,4,19,True
829,6.874081,79.93763,2024-05-01 08:00:00,weather,1,0.17,0.04,0,storm,2,2,8,True
830,6.985958,79.998416,2024-08-22 14:00:00,traffic_jam,6,1.37,2.68,0,heavy_rain,9,3,14,True
831,6.940119,79.846246,2023-11-08 02:00:00,accident,7,7.05,2.65,3,clear,6,2,2,True
832,6.855903,79.856909,2023-10-25 10:00:00,road_closure,6,10.32,14.1,0,storm,2,2,10,True
833,6.865949,79.988992,2023-11-23 18:00:00,accident,2,13.44,16.11,0,rain,10,3,18,True
834,7.995008,80.426895,2023-03-03 08:00:00,accident,3,3.64,2.32,0,fog,3,4,8,True
835,9.350262,80.982843,2023-09-29 11:00:00,accident,1,1.8,5.75,0,storm,5,4,11,False
836,7.741835,80.326278,2023-01-09 02:00:00,weather,2,6.63,0.35,0,rain,10,0,2,True
837,6.078787,79.729001,2023-02-14 15:00:00,weather,6,0.75,3.28,0,heavy_rain,6,1,15,True
838,6.90314,79.805718,2024-11-10 11:00:00,weather,5,0.52,1.45,0,heavy_rain,3,6,11,True
839,6.922818,79.823623,2024-05-16 12:00:00,accident,2,0.76,1.55,0,fog,7,3,12,True
840,8.69154,80.760724,2024-11-26 12:00:00,weather,6,1.34,0.47,0,storm,8,1,12,True
841,6.814341,79.922207,2024-03-10 12:00:00,accident,1,6.96,6.43,0,clear,8,6,12,True
842,6.923292,79.85833,2024-08-05 09:00:00,accident,4,0.76,0.61,0,heavy_rain,6,0,9,True
843,8.416223,81.877212,2024-09-22 13:00:00,flooding,7,4.3,1.01,0,heavy_rain,7,6,13,True
844,6.870489,79.871451,2023-04-27 16:00:00,traffic_jam,6,0.65,3.2,0,clear,1,3,16,True
845,6.831227,79.897162,2024-05-30 07:00:00,accident,2,2.5,0.17,0,clear,5,3,7,True
846,6.817489,79.921441,2023-12-11 17:00:00,weather,3,3.39,0.03,0,heavy_rain,10,0,17,False
847,6.95191,79.818331,2024-08-25 21:00:00,accident,1,1.15,0.03,0,clear,8,6,21,True
848,7.100464,80.663632,2023-05-23 14:00:00,weather,3,6.05,5.51,0,heavy_rain,2,1,14,False
849,6.939241,79.97143,2023-03-16 19:00:00,protest,1,0.87,5.28,0,storm,6,3,19,True
850,6.871444,79.865936,2023-08-19 07:00:00,accident,8,0.89,0.06,1,rain,4,5,7,True
851,7.970534,79.971938,2023-03-06 08:00:00,accident,6,2.09,1.59,4,clear,1,0,8,True
852,9.151793,79.855412,2023-01-29 14:00:00,road_closure,6,18.31,2.14,0,rain,7,6,14,True
853,7.512767,80.464997,2023-10-16 16:00:00,accident,3,12.43,1.86,0,clear,6,0,16,True
854,6.805633,79.955851,2024-11-20 06:00:00,protest,2,9.42,1.13,0,rain,1,2,6,True
855,6.73322,80.83122,2023-05-27 21:00:00,weather,3,2.5,4.53,0,heavy_rain,9,5,21,True
856,9.250594,79.812377,2023-06-14 06:00:00,accident,2,4.49,0.46,0,clear,3,2,6,False
857,6.863996,79.973476,2023-01-05 06:00:00,landslide,4,5.01,6.2,0,storm,4,3,6,True
858,8.585774,79.823595,2023-06-17 04:00:00,weather,2,7.57,3.02,0,heavy_rain,4,5,4,True
859,6.92649,79.820531,2023-06-14 13:00:00,traffic_jam,3,1.52,0.24,0,heavy_rain,6,2,13,False
860,6.875638,79.891908,2024-03-03 06:00:00,accident,1,1.56,0.02,0,rain,4,6,6,True
861,7.645705,79.834897,2023-11-10 14:00:00,weather,2,0.27,1.51,0,rain,1,4,14,True
862,8.135192,80.732479,2023-04-22 07:00:00,weather,7,2.74,5.78,0,heavy_rain,7,5,7,True
863,6.580875,81.872541,2024-01-30 21:00:00,accident,3,5.16,0.01,0,clear,6,1,21,True
864,6.806069,79.933618,2023-02-07 17:00:00,flooding,5,0.48,1.58,0,heavy_rain,10,1,17,True
865,9.389772,81.561182,2024-03-09 18:00:00,accident,2,2.5,1.44,0,clear,5,5,18,True
866,8.005932,81.402831,2024-07-18 17:00:00,accident,1,11.44,2.37,0,clear,1,3,17,True
867,6.951564,79.851234,2023-05-28 23:00:00,flooding,3,3.07,3.77,0,heavy_rain,6,6,23,True
868,6.868688,79.854696,2023-01-29 11:00:00,weather,7,8.04,1.46,0,rain,2,6,11,False
869,7.454959,81.760383,2023-01-02 23:00:00,accident,5,6.78,3.2,0,clear,5,0,23,False
870,9.512192,81.140115,2023-05-30 21:00:00,accident,4,6.49,1.04,0,clear,8,1,21,True
871,7.158005,81.124764,2023-06-06 18:00:00,weather,3,1.59,0.96,0,heavy_rain,1,1,18,True
872,6.936631,79.873402,2024-02-13 13:00:00,weather,3,2.64,3.07,0,rain,4,1,13,True
873,6.876804,79.896629,2023-05-19 05:00:00,weather,5,3.74,1.31,0,storm,9,4,5,False
874,6.920501,79.966832,2024-05-14 12:00:00,accident,3,0.86,0.77,0,clear,10,1,12,True
875,7.934382,80.517439,2024-04-01 23:00:00,weather,4,0.56,3.36,0,storm,5,0,23,True
876,7.786657,81.79472,2023-02-11 18:00:00,weather,1,2.52,0.0,0,heavy_rain,8,5,18,True
877,6.986895,79.941165,2024-07-09 23:00:00,traffic_jam,2,0.21,0.82,0,clear,3,1,23,True
878,7.224747,81.764529,2023-12-04 21:00:00,accident,1,2.66,2.84,0,clear,5,0,21,True
